Asking to pad to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no padding.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
You're using a GPT2TokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
batch: 0, bad_loss: 1.94, current_div_loss: 3.66, 
batch: 54, bad_loss: 2.21, current_div_loss: 3.46, 
batch: 55, bad_loss: 2.12, current_div_loss: 2.93, 
batch: 56, bad_loss: 2.21, current_div_loss: 3.54, 
batch: 57, bad_loss: 2.45, current_div_loss: 3.77, 
batch: 58, bad_loss: 2.29, current_div_loss: 3.20, 
batch: 59, bad_loss: 2.73, current_div_loss: 3.72, 
batch: 60, bad_loss: 2.19, current_div_loss: 3.41, 
batch: 61, bad_loss: 2.22, current_div_loss: 3.76, 
batch: 62, bad_loss: 2.44, current_div_loss: 3.31, 
batch: 63, bad_loss: 1.88, current_div_loss: 3.27, 
batch: 64, bad_loss: 2.39, current_div_loss: 3.55, 
batch: 65, bad_loss: 2.98, current_div_loss: 3.18, 
batch: 66, bad_loss: 2.61, current_div_loss: 3.02, 
batch: 67, bad_loss: 2.57, current_div_loss: 2.69, 
batch: 68, bad_loss: 2.32, current_div_loss: 3.30, 
batch: 69, bad_loss: 1.79, current_div_loss: 3.64, 
batch: 70, bad_loss: 1.05, current_div_loss: 3.00, 
batch: 71, bad_loss: 0.46, current_div_loss: 3.22, 
batch: 72, bad_loss: 6.22, current_div_loss: 4.14, 
batch: 73, bad_loss: 3.56, current_div_loss: 2.59, 
batch: 74, bad_loss: 3.08, current_div_loss: 3.56, 
batch: 75, bad_loss: 3.45, current_div_loss: 3.38, 
batch: 76, bad_loss: 2.42, current_div_loss: 3.26, 
batch: 77, bad_loss: 2.49, current_div_loss: 3.92, 
batch: 78, bad_loss: 2.69, current_div_loss: 3.38, 
batch: 79, bad_loss: 2.40, current_div_loss: 3.33, 
batch: 80, bad_loss: 2.43, current_div_loss: 3.54, 
batch: 81, bad_loss: 2.85, current_div_loss: 3.46, 
batch: 82, bad_loss: 2.15, current_div_loss: 3.39, 
batch: 83, bad_loss: 3.06, current_div_loss: 3.54, 
batch: 84, bad_loss: 3.04, current_div_loss: 3.00, 
batch: 85, bad_loss: 2.46, current_div_loss: 2.55, 
batch: 86, bad_loss: 2.07, current_div_loss: 3.36, 
batch: 87, bad_loss: 2.25, current_div_loss: 4.08, 
batch: 88, bad_loss: 2.74, current_div_loss: 3.58, 
batch: 89, bad_loss: 2.97, current_div_loss: 4.06, 
batch: 90, bad_loss: 3.23, current_div_loss: 3.90, 
batch: 91, bad_loss: 2.91, current_div_loss: 2.32, 
batch: 92, bad_loss: 2.93, current_div_loss: 3.63, 
batch: 93, bad_loss: 3.42, current_div_loss: 4.23, 
batch: 94, bad_loss: 2.37, current_div_loss: 3.03, 
batch: 95, bad_loss: 2.59, current_div_loss: 3.91, 
batch: 96, bad_loss: 2.95, current_div_loss: 3.32, 
batch: 97, bad_loss: 2.62, current_div_loss: 3.21, 
batch: 98, bad_loss: 3.03, current_div_loss: 3.92, 
batch: 99, bad_loss: 3.35, current_div_loss: 3.19, 
batch: 100, bad_loss: 2.62, current_div_loss: 3.06, 
batch: 101, bad_loss: 2.79, current_div_loss: 3.82, 
batch: 102, bad_loss: 3.34, current_div_loss: 4.10, 
batch: 103, bad_loss: 3.39, current_div_loss: 3.50, 
batch: 104, bad_loss: 3.58, current_div_loss: 3.43, 
batch: 105, bad_loss: 3.81, current_div_loss: 3.50, 
batch: 106, bad_loss: 3.54, current_div_loss: 3.15, 
batch: 107, bad_loss: 3.20, current_div_loss: 2.96, 
batch: 108, bad_loss: 2.08, current_div_loss: 3.37, 
batch: 109, bad_loss: 3.84, current_div_loss: 3.35, 
batch: 110, bad_loss: 3.57, current_div_loss: 4.29, 
batch: 111, bad_loss: 4.26, current_div_loss: 3.17, 
batch: 112, bad_loss: 4.03, current_div_loss: 2.75, 
batch: 113, bad_loss: 2.80, current_div_loss: 3.26, 
batch: 114, bad_loss: 2.57, current_div_loss: 3.51, 
batch: 115, bad_loss: 4.66, current_div_loss: 3.94, 
batch: 116, bad_loss: 3.97, current_div_loss: 3.56, 
batch: 117, bad_loss: 2.57, current_div_loss: 3.25, 
batch: 118, bad_loss: 4.61, current_div_loss: 3.47, 
batch: 119, bad_loss: 5.06, current_div_loss: 3.59, 
batch: 120, bad_loss: 4.58, current_div_loss: 3.28, 
batch: 121, bad_loss: 5.01, current_div_loss: 3.45, 
batch: 122, bad_loss: 5.16, current_div_loss: 4.09, 
batch: 123, bad_loss: 2.57, current_div_loss: 3.64, 
batch: 124, bad_loss: 2.51, current_div_loss: 3.47, 
batch: 125, bad_loss: 9.84, current_div_loss: 3.18, 
batch: 126, bad_loss: 11.67, current_div_loss: 4.46, 
batch: 127, bad_loss: 13.75, current_div_loss: 4.09, 
batch: 128, bad_loss: 13.61, current_div_loss: 4.43, 
batch: 129, bad_loss: 16.45, current_div_loss: 3.58, 
batch: 130, bad_loss: 10.99, current_div_loss: 3.65, 
batch: 131, bad_loss: 8.33, current_div_loss: 4.16, 
batch: 132, bad_loss: 3.93, current_div_loss: 4.03, 
batch: 133, bad_loss: 4.74, current_div_loss: 4.35, 
batch: 134, bad_loss: 6.54, current_div_loss: 4.71, 
batch: 135, bad_loss: 7.88, current_div_loss: 6.96, 
batch: 136, bad_loss: 24.40, current_div_loss: 3.44, 
batch: 137, bad_loss: 21.12, current_div_loss: 3.72, 
batch: 138, bad_loss: 21.07, current_div_loss: 3.04, 
batch: 139, bad_loss: 19.60, current_div_loss: 4.64, 
batch: 140, bad_loss: 21.63, current_div_loss: 4.05, 
batch: 141, bad_loss: 21.18, current_div_loss: 3.84, 
batch: 142, bad_loss: 21.22, current_div_loss: 3.64, 
batch: 143, bad_loss: 15.68, current_div_loss: 4.69, 
batch: 144, bad_loss: 23.33, current_div_loss: 3.06, 
batch: 145, bad_loss: 11.78, current_div_loss: 3.34, 
batch: 146, bad_loss: 24.39, current_div_loss: 3.08, 
batch: 147, bad_loss: 22.18, current_div_loss: 5.10, 
batch: 148, bad_loss: 30.91, current_div_loss: 3.67, 
batch: 149, bad_loss: 30.61, current_div_loss: 9.61, 
batch: 150, bad_loss: 31.92, current_div_loss: 5.52, 
batch: 151, bad_loss: 31.61, current_div_loss: 4.23, 
batch: 152, bad_loss: 30.59, current_div_loss: 6.59, 
batch: 153, bad_loss: 17.89, current_div_loss: 3.65, 
batch: 154, bad_loss: 24.66, current_div_loss: 3.74, 
batch: 155, bad_loss: 30.38, current_div_loss: 4.23, 
batch: 156, bad_loss: 20.36, current_div_loss: 3.51, 
batch: 157, bad_loss: 22.18, current_div_loss: 3.04, 
batch: 158, bad_loss: 31.54, current_div_loss: 3.56, 
batch: 159, bad_loss: 21.84, current_div_loss: 3.57, 
batch: 160, bad_loss: 32.04, current_div_loss: 2.98, 
batch: 161, bad_loss: 35.21, current_div_loss: 3.15, 
batch: 162, bad_loss: 31.29, current_div_loss: 3.83, 
batch: 163, bad_loss: 5.72, current_div_loss: 3.34, 
batch: 164, bad_loss: 6.50, current_div_loss: 4.43, 
batch: 165, bad_loss: 35.78, current_div_loss: 3.91, 
batch: 166, bad_loss: 32.15, current_div_loss: 6.52, 
batch: 167, bad_loss: 37.54, current_div_loss: 7.22, 
batch: 168, bad_loss: 26.62, current_div_loss: 4.34, 
batch: 169, bad_loss: 34.75, current_div_loss: 4.18, 
batch: 170, bad_loss: 16.79, current_div_loss: 4.13, 
batch: 171, bad_loss: 40.11, current_div_loss: 6.59, 
batch: 172, bad_loss: 35.76, current_div_loss: 4.05, 
batch: 173, bad_loss: 27.24, current_div_loss: 4.48, 
batch: 174, bad_loss: 28.98, current_div_loss: 4.00, 
batch: 175, bad_loss: 34.19, current_div_loss: 3.97, 
batch: 176, bad_loss: 35.31, current_div_loss: 4.23, 
batch: 177, bad_loss: 41.74, current_div_loss: 5.94, 
batch: 178, bad_loss: 35.38, current_div_loss: 4.24, 
batch: 179, bad_loss: 39.56, current_div_loss: 3.29, 
batch: 180, bad_loss: 37.30, current_div_loss: 4.42, 
batch: 181, bad_loss: 42.32, current_div_loss: 3.55, 
batch: 182, bad_loss: 42.19, current_div_loss: 3.00, 
batch: 183, bad_loss: 39.82, current_div_loss: 4.36, 
batch: 184, bad_loss: 40.69, current_div_loss: 3.98, 
batch: 185, bad_loss: 34.12, current_div_loss: 3.58, 
batch: 186, bad_loss: 33.50, current_div_loss: 3.49, 
batch: 187, bad_loss: 43.25, current_div_loss: 3.65, 
batch: 188, bad_loss: 42.30, current_div_loss: 3.79, 
batch: 189, bad_loss: 44.48, current_div_loss: 3.45, 
batch: 190, bad_loss: 44.48, current_div_loss: 3.67, 
batch: 191, bad_loss: 41.54, current_div_loss: 3.29, 
batch: 192, bad_loss: 35.90, current_div_loss: 4.15, 
batch: 193, bad_loss: 39.27, current_div_loss: 4.03, 
batch: 194, bad_loss: 38.25, current_div_loss: 3.29, 
batch: 195, bad_loss: 42.66, current_div_loss: 3.89, 
batch: 196, bad_loss: 47.57, current_div_loss: 4.43, 
batch: 197, bad_loss: 46.98, current_div_loss: 5.03, 
batch: 198, bad_loss: 46.46, current_div_loss: 3.54, 
batch: 199, bad_loss: 43.96, current_div_loss: 3.28, 
batch: 200, bad_loss: 48.93, current_div_loss: 3.27, 
batch: 201, bad_loss: 48.44, current_div_loss: 4.31, 
batch: 202, bad_loss: 47.73, current_div_loss: 3.77, 
batch: 203, bad_loss: 44.63, current_div_loss: 3.54, 
batch: 204, bad_loss: 46.57, current_div_loss: 4.37, 
batch: 205, bad_loss: 49.40, current_div_loss: 3.69, 
batch: 206, bad_loss: 44.87, current_div_loss: 4.12, 
batch: 207, bad_loss: 47.27, current_div_loss: 3.59, 
batch: 208, bad_loss: 48.27, current_div_loss: 3.57, 
batch: 209, bad_loss: 40.20, current_div_loss: 6.57, 
batch: 210, bad_loss: 50.93, current_div_loss: 3.49, 
batch: 211, bad_loss: 50.70, current_div_loss: 6.20, 
batch: 212, bad_loss: 28.89, current_div_loss: 4.56, 
batch: 213, bad_loss: 49.80, current_div_loss: 4.74, 
batch: 214, bad_loss: 50.18, current_div_loss: 3.73, 
batch: 215, bad_loss: 44.72, current_div_loss: 3.85, 
batch: 216, bad_loss: 45.92, current_div_loss: 3.98, 
batch: 217, bad_loss: 42.55, current_div_loss: 3.16, 
batch: 218, bad_loss: 24.68, current_div_loss: 3.51, 
batch: 219, bad_loss: 46.21, current_div_loss: 5.49, 
batch: 220, bad_loss: 48.72, current_div_loss: 3.86, 
batch: 221, bad_loss: 50.15, current_div_loss: 3.65, 
batch: 222, bad_loss: 47.19, current_div_loss: 3.00, 
batch: 223, bad_loss: 50.75, current_div_loss: 2.77, 
batch: 224, bad_loss: 30.61, current_div_loss: 3.53, 
batch: 225, bad_loss: 35.56, current_div_loss: 4.12, 
batch: 226, bad_loss: 54.67, current_div_loss: 3.10, 
batch: 227, bad_loss: 49.85, current_div_loss: 3.65, 
batch: 228, bad_loss: 50.53, current_div_loss: 3.57, 
batch: 229, bad_loss: 46.32, current_div_loss: 3.51, 
batch: 230, bad_loss: 54.47, current_div_loss: 3.65, 
batch: 231, bad_loss: 54.96, current_div_loss: 4.04, 
batch: 232, bad_loss: 52.53, current_div_loss: 4.51, 
batch: 233, bad_loss: 53.29, current_div_loss: 3.40, 
batch: 234, bad_loss: 54.84, current_div_loss: 3.12, 
batch: 235, bad_loss: 53.27, current_div_loss: 3.46, 
batch: 236, bad_loss: 41.31, current_div_loss: 3.37, 
batch: 237, bad_loss: 38.78, current_div_loss: 3.33, 
batch: 238, bad_loss: 54.26, current_div_loss: 4.58, 
batch: 239, bad_loss: 55.42, current_div_loss: 3.23, 
batch: 240, bad_loss: 42.30, current_div_loss: 3.16, 
batch: 241, bad_loss: 53.33, current_div_loss: 3.68, 
batch: 242, bad_loss: 53.50, current_div_loss: 3.56, 
batch: 243, bad_loss: 28.33, current_div_loss: 3.29, 
batch: 244, bad_loss: 46.19, current_div_loss: 3.89, 
batch: 245, bad_loss: 2.34, current_div_loss: 3.36, 
batch: 246, bad_loss: 54.16, current_div_loss: 13.66, 
batch: 247, bad_loss: 55.96, current_div_loss: 7.65, 
batch: 248, bad_loss: 55.54, current_div_loss: 3.80, 
batch: 249, bad_loss: 55.99, current_div_loss: 4.09, 
batch: 250, bad_loss: 54.53, current_div_loss: 2.95, 
batch: 251, bad_loss: 37.86, current_div_loss: 2.97, 
batch: 252, bad_loss: 40.52, current_div_loss: 3.70, 
batch: 253, bad_loss: 7.45, current_div_loss: 4.33, 
batch: 254, bad_loss: 8.20, current_div_loss: 3.82, 
batch: 255, bad_loss: 56.09, current_div_loss: 9.11, 
batch: 256, bad_loss: 56.60, current_div_loss: 4.11, 
batch: 257, bad_loss: 55.03, current_div_loss: 3.99, 
batch: 258, bad_loss: 44.21, current_div_loss: 3.20, 
batch: 259, bad_loss: 45.50, current_div_loss: 4.11, 
batch: 260, bad_loss: 54.07, current_div_loss: 2.97, 
batch: 261, bad_loss: 58.47, current_div_loss: 4.12, 
batch: 262, bad_loss: 57.44, current_div_loss: 3.10, 
batch: 263, bad_loss: 57.45, current_div_loss: 3.87, 
batch: 264, bad_loss: 56.43, current_div_loss: 3.39, 
batch: 265, bad_loss: 52.80, current_div_loss: 3.32, 
batch: 266, bad_loss: 48.25, current_div_loss: 3.40, 
batch: 267, bad_loss: 56.78, current_div_loss: 3.85, 
batch: 268, bad_loss: 56.71, current_div_loss: 3.59, 
batch: 269, bad_loss: 40.73, current_div_loss: 2.77, 
batch: 270, bad_loss: 52.90, current_div_loss: 4.15, 
batch: 271, bad_loss: 54.26, current_div_loss: 3.57, 
batch: 272, bad_loss: 56.00, current_div_loss: 3.43, 
batch: 273, bad_loss: 56.74, current_div_loss: 12.85, 
batch: 274, bad_loss: 55.07, current_div_loss: 6.70, 
batch: 275, bad_loss: 53.66, current_div_loss: 3.72, 
batch: 276, bad_loss: 54.76, current_div_loss: 3.29, 
batch: 277, bad_loss: 53.58, current_div_loss: 4.03, 
batch: 278, bad_loss: 57.52, current_div_loss: 3.39, 
batch: 279, bad_loss: 54.92, current_div_loss: 3.37, 
batch: 280, bad_loss: 52.83, current_div_loss: 3.90, 
batch: 281, bad_loss: 50.21, current_div_loss: 6.38, 
batch: 282, bad_loss: 49.97, current_div_loss: 6.94, 
batch: 283, bad_loss: 51.65, current_div_loss: 3.87, 
batch: 284, bad_loss: 54.40, current_div_loss: 3.66, 
batch: 285, bad_loss: 56.66, current_div_loss: 4.00, 
batch: 286, bad_loss: 42.60, current_div_loss: 4.94, 
batch: 287, bad_loss: 50.23, current_div_loss: 4.16, 
batch: 288, bad_loss: 56.34, current_div_loss: 3.49, 
batch: 289, bad_loss: 51.29, current_div_loss: 3.86, 
batch: 290, bad_loss: 53.37, current_div_loss: 3.76, 
batch: 291, bad_loss: 56.00, current_div_loss: 2.95, 
batch: 292, bad_loss: 57.68, current_div_loss: 3.36, 
batch: 293, bad_loss: 57.85, current_div_loss: 3.98, 
batch: 294, bad_loss: 55.25, current_div_loss: 9.76, 
batch: 295, bad_loss: 56.53, current_div_loss: 3.62, 
batch: 296, bad_loss: 47.91, current_div_loss: 3.98, 
batch: 297, bad_loss: 54.05, current_div_loss: 3.77, 
batch: 298, bad_loss: 51.64, current_div_loss: 3.72, 
batch: 299, bad_loss: 55.84, current_div_loss: 4.07, 
batch: 300, bad_loss: 56.72, current_div_loss: 3.73, 
batch: 301, bad_loss: 57.00, current_div_loss: 3.42, 
batch: 302, bad_loss: 54.81, current_div_loss: 3.85, 
batch: 303, bad_loss: 56.04, current_div_loss: 3.47, 
batch: 304, bad_loss: 57.46, current_div_loss: 4.21, 
batch: 305, bad_loss: 17.70, current_div_loss: 3.50, 
batch: 306, bad_loss: 56.98, current_div_loss: 3.49, 
batch: 307, bad_loss: 42.14, current_div_loss: 4.43, 
batch: 308, bad_loss: 55.61, current_div_loss: 2.84, 
batch: 309, bad_loss: 59.28, current_div_loss: 3.91, 
batch: 310, bad_loss: 60.15, current_div_loss: 4.57, 
batch: 311, bad_loss: 59.73, current_div_loss: 3.53, 
batch: 312, bad_loss: 59.53, current_div_loss: 3.59, 
batch: 313, bad_loss: 58.58, current_div_loss: 3.23, 
batch: 314, bad_loss: 58.55, current_div_loss: 3.59, 
batch: 315, bad_loss: 53.60, current_div_loss: 3.47, 
batch: 316, bad_loss: 48.31, current_div_loss: 3.73, 
batch: 317, bad_loss: 55.71, current_div_loss: 3.56, 
batch: 318, bad_loss: 57.05, current_div_loss: 3.41, 
batch: 319, bad_loss: 58.23, current_div_loss: 3.06, 
batch: 320, bad_loss: 57.58, current_div_loss: 3.24, 
batch: 321, bad_loss: 55.95, current_div_loss: 3.22, 
batch: 322, bad_loss: 40.48, current_div_loss: 4.22, 
batch: 323, bad_loss: 58.56, current_div_loss: 3.24, 
batch: 324, bad_loss: 59.72, current_div_loss: 3.35, 
batch: 325, bad_loss: 44.27, current_div_loss: 3.44, 
batch: 326, bad_loss: 55.58, current_div_loss: 3.41, 
batch: 327, bad_loss: 51.27, current_div_loss: 4.34, 
batch: 328, bad_loss: 49.82, current_div_loss: 3.61, 
batch: 329, bad_loss: 58.08, current_div_loss: 2.74, 
batch: 330, bad_loss: 59.70, current_div_loss: 3.42, 
batch: 331, bad_loss: 59.19, current_div_loss: 3.50, 
batch: 332, bad_loss: 56.74, current_div_loss: 3.26, 
batch: 333, bad_loss: 57.11, current_div_loss: 3.21, 
batch: 334, bad_loss: 56.38, current_div_loss: 3.65, 
batch: 335, bad_loss: 30.51, current_div_loss: 2.79, 
batch: 336, bad_loss: 55.06, current_div_loss: 3.31, 
batch: 337, bad_loss: 48.67, current_div_loss: 4.09, 
batch: 338, bad_loss: 56.20, current_div_loss: 4.18, 
batch: 339, bad_loss: 52.30, current_div_loss: 4.27, 
batch: 340, bad_loss: 34.98, current_div_loss: 3.31, 
batch: 341, bad_loss: 49.70, current_div_loss: 3.11, 
batch: 342, bad_loss: 57.95, current_div_loss: 3.96, 
batch: 343, bad_loss: 59.32, current_div_loss: 3.42, 
batch: 344, bad_loss: 58.06, current_div_loss: 3.49, 
batch: 345, bad_loss: 58.96, current_div_loss: 3.78, 
batch: 346, bad_loss: 57.70, current_div_loss: 3.17, 
batch: 347, bad_loss: 57.46, current_div_loss: 2.46, 
batch: 348, bad_loss: 58.27, current_div_loss: 2.61, 
batch: 349, bad_loss: 55.03, current_div_loss: 3.47, 
batch: 350, bad_loss: 59.42, current_div_loss: 3.64, 
batch: 351, bad_loss: 56.08, current_div_loss: 3.42, 
batch: 352, bad_loss: 58.77, current_div_loss: 3.34, 
batch: 353, bad_loss: 59.13, current_div_loss: 3.13, 
batch: 354, bad_loss: 57.55, current_div_loss: 3.23, 
batch: 355, bad_loss: 58.10, current_div_loss: 3.45, 
batch: 356, bad_loss: 58.87, current_div_loss: 3.30, 
batch: 357, bad_loss: 57.02, current_div_loss: 9.68, 
batch: 358, bad_loss: 56.42, current_div_loss: 3.28, 
batch: 359, bad_loss: 49.40, current_div_loss: 3.71, 
batch: 360, bad_loss: 56.60, current_div_loss: 3.44, 
batch: 361, bad_loss: 56.18, current_div_loss: 3.05, 
batch: 362, bad_loss: 57.43, current_div_loss: 4.13, 
batch: 363, bad_loss: 59.26, current_div_loss: 3.69, 
batch: 364, bad_loss: 57.15, current_div_loss: 3.97, 
batch: 365, bad_loss: 59.51, current_div_loss: 3.42, 
batch: 366, bad_loss: 47.63, current_div_loss: 3.44, 
batch: 367, bad_loss: 37.02, current_div_loss: 2.83, 
batch: 368, bad_loss: 57.57, current_div_loss: 3.06, 
batch: 369, bad_loss: 60.00, current_div_loss: 3.47, 
batch: 370, bad_loss: 58.22, current_div_loss: 3.85, 
batch: 371, bad_loss: 48.09, current_div_loss: 4.42, 
batch: 372, bad_loss: 55.09, current_div_loss: 3.79, 
batch: 373, bad_loss: 58.86, current_div_loss: 2.91, 
batch: 374, bad_loss: 60.06, current_div_loss: 3.27, 
batch: 375, bad_loss: 57.56, current_div_loss: 3.05, 
batch: 376, bad_loss: 46.59, current_div_loss: 3.57, 
batch: 377, bad_loss: 57.57, current_div_loss: 3.76, 
batch: 378, bad_loss: 58.56, current_div_loss: 3.67, 
batch: 379, bad_loss: 59.55, current_div_loss: 4.30, 
batch: 380, bad_loss: 60.10, current_div_loss: 3.41, 
batch: 381, bad_loss: 61.28, current_div_loss: 4.86, 
batch: 382, bad_loss: 59.90, current_div_loss: 5.91, 
batch: 383, bad_loss: 58.44, current_div_loss: 3.80, 
batch: 384, bad_loss: 50.03, current_div_loss: 7.19, 
batch: 385, bad_loss: 57.42, current_div_loss: 2.96, 
batch: 386, bad_loss: 60.97, current_div_loss: 3.58, 
batch: 387, bad_loss: 60.25, current_div_loss: 3.39, 
batch: 388, bad_loss: 57.43, current_div_loss: 3.46, 
batch: 389, bad_loss: 60.09, current_div_loss: 3.02, 
batch: 390, bad_loss: 60.01, current_div_loss: 3.98, 
batch: 391, bad_loss: 59.58, current_div_loss: 3.67, 
batch: 392, bad_loss: 40.21, current_div_loss: 2.81, 
batch: 393, bad_loss: 29.87, current_div_loss: 3.33, 
batch: 394, bad_loss: 57.89, current_div_loss: 3.93, 
batch: 395, bad_loss: 57.87, current_div_loss: 3.82, 
batch: 396, bad_loss: 42.34, current_div_loss: 3.67, 
batch: 397, bad_loss: 51.59, current_div_loss: 3.98, 
batch: 398, bad_loss: 61.26, current_div_loss: 3.48, 
batch: 399, bad_loss: 50.07, current_div_loss: 3.72, 
batch: 400, bad_loss: 56.76, current_div_loss: 4.21, 
batch: 401, bad_loss: 57.26, current_div_loss: 3.88, 
batch: 402, bad_loss: 60.09, current_div_loss: 3.23, 
batch: 403, bad_loss: 46.85, current_div_loss: 3.02, 
batch: 404, bad_loss: 46.60, current_div_loss: 2.88, 
batch: 405, bad_loss: 43.31, current_div_loss: 3.87, 
batch: 406, bad_loss: 55.85, current_div_loss: 3.47, 
batch: 407, bad_loss: 54.44, current_div_loss: 3.33, 
batch: 408, bad_loss: 50.92, current_div_loss: 9.82, 
batch: 409, bad_loss: 56.48, current_div_loss: 2.96, 
batch: 410, bad_loss: 55.46, current_div_loss: 2.96, 
batch: 411, bad_loss: 60.85, current_div_loss: 2.93, 
batch: 412, bad_loss: 59.46, current_div_loss: 3.47, 
batch: 413, bad_loss: 58.81, current_div_loss: 3.45, 
batch: 414, bad_loss: 61.10, current_div_loss: 3.53, 
batch: 415, bad_loss: 55.02, current_div_loss: 3.50, 
batch: 416, bad_loss: 53.31, current_div_loss: 2.89, 
batch: 417, bad_loss: 55.71, current_div_loss: 3.28, 
batch: 418, bad_loss: 49.89, current_div_loss: 3.37, 
batch: 419, bad_loss: 39.29, current_div_loss: 4.06, 
batch: 420, bad_loss: 21.79, current_div_loss: 3.64, 
batch: 421, bad_loss: 11.66, current_div_loss: 3.17, 
batch: 422, bad_loss: 29.25, current_div_loss: 3.85, 
batch: 423, bad_loss: 58.74, current_div_loss: 4.04, 
batch: 424, bad_loss: 55.79, current_div_loss: 4.17, 
batch: 425, bad_loss: 50.28, current_div_loss: 3.22, 
batch: 426, bad_loss: 52.51, current_div_loss: 7.69, 
batch: 427, bad_loss: 59.56, current_div_loss: 3.38, 
batch: 428, bad_loss: 58.93, current_div_loss: 4.89, 
batch: 429, bad_loss: 59.53, current_div_loss: 3.54, 
batch: 430, bad_loss: 57.92, current_div_loss: 3.65, 
batch: 431, bad_loss: 52.22, current_div_loss: 4.07, 
batch: 432, bad_loss: 57.30, current_div_loss: 6.99, 
batch: 433, bad_loss: 55.76, current_div_loss: 6.07, 
batch: 434, bad_loss: 61.53, current_div_loss: 3.91, 
batch: 435, bad_loss: 59.32, current_div_loss: 3.16, 
batch: 436, bad_loss: 59.91, current_div_loss: 3.33, 
batch: 437, bad_loss: 58.70, current_div_loss: 4.33, 
batch: 438, bad_loss: 39.71, current_div_loss: 2.76, 
batch: 439, bad_loss: 56.65, current_div_loss: 2.87, 
