batch: 0, bad_loss: 2.36, current_div_loss: 3.52, 
batch: 34, bad_loss: 2.85, current_div_loss: 3.37, 
batch: 35, bad_loss: 2.88, current_div_loss: 3.54, 
batch: 36, bad_loss: 3.20, current_div_loss: 3.17, 
batch: 37, bad_loss: 2.42, current_div_loss: 3.37, 
batch: 38, bad_loss: 1.54, current_div_loss: 3.64, 
batch: 39, bad_loss: 2.89, current_div_loss: 3.58, 
batch: 40, bad_loss: 2.79, current_div_loss: 3.39, 
batch: 41, bad_loss: 2.78, current_div_loss: 3.36, 
batch: 42, bad_loss: 2.66, current_div_loss: 3.40, 
batch: 43, bad_loss: 2.78, current_div_loss: 3.35, 
batch: 44, bad_loss: 3.03, current_div_loss: 3.44, 
batch: 45, bad_loss: 3.02, current_div_loss: 3.50, 
batch: 46, bad_loss: 2.67, current_div_loss: 3.42, 
batch: 47, bad_loss: 2.66, current_div_loss: 3.53, 
batch: 48, bad_loss: 3.19, current_div_loss: 3.34, 
batch: 49, bad_loss: 2.87, current_div_loss: 3.42, 
batch: 50, bad_loss: 2.72, current_div_loss: 3.40,
batch: 51, bad_loss: 2.50, current_div_loss: 3.37, 
batch: 52, bad_loss: 2.63, current_div_loss: 3.32, 
batch: 53, bad_loss: 2.57, current_div_loss: 3.36, 
batch: 54, bad_loss: 2.56, current_div_loss: 3.37, 
batch: 55, bad_loss: 2.68, current_div_loss: 3.33, 
batch: 56, bad_loss: 2.85, current_div_loss: 3.37, 
batch: 57, bad_loss: 2.80, current_div_loss: 3.46, 
batch: 58, bad_loss: 2.81, current_div_loss: 3.14, 
batch: 59, bad_loss: 2.48, current_div_loss: 3.45, 
batch: 60, bad_loss: 2.73, current_div_loss: 3.24, 
batch: 61, bad_loss: 2.66, current_div_loss: 3.55, 
batch: 62, bad_loss: 2.85, current_div_loss: 3.26, 
batch: 63, bad_loss: 2.57, current_div_loss: 3.20, 
batch: 64, bad_loss: 2.62, current_div_loss: 3.42, 
batch: 65, bad_loss: 3.05, current_div_loss: 3.36, 
batch: 66, bad_loss: 3.03, current_div_loss: 3.22, 
batch: 67, bad_loss: 2.69, current_div_loss: 3.33, 
batch: 68, bad_loss: 2.84, current_div_loss: 3.23, 
batch: 69, bad_loss: 2.77, current_div_loss: 3.38, 
batch: 70, bad_loss: 2.61, current_div_loss: 3.50, 
batch: 71, bad_loss: 2.83, current_div_loss: 3.28, 
batch: 72, bad_loss: 2.85, current_div_loss: 3.51, 
batch: 73, bad_loss: 2.91, current_div_loss: 3.32, 
batch: 74, bad_loss: 2.94, current_div_loss: 3.34, 
batch: 75, bad_loss: 2.75, current_div_loss: 3.37, 
batch: 76, bad_loss: 2.34, current_div_loss: 3.32, 
batch: 77, bad_loss: 2.66, current_div_loss: 3.50, 
batch: 78, bad_loss: 2.97, current_div_loss: 3.40, 
batch: 79, bad_loss: 2.76, current_div_loss: 3.53, 
batch: 80, bad_loss: 2.72, current_div_loss: 3.48,
batch: 81, bad_loss: 2.86, current_div_loss: 3.44, 
batch: 82, bad_loss: 2.63, current_div_loss: 3.54, 
batch: 83, bad_loss: 2.55, current_div_loss: 3.49, 
batch: 84, bad_loss: 2.88, current_div_loss: 3.32, 
batch: 85, bad_loss: 2.74, current_div_loss: 3.52, 
batch: 86, bad_loss: 2.87, current_div_loss: 3.22, 
batch: 87, bad_loss: 2.35, current_div_loss: 3.31, 
batch: 88, bad_loss: 3.03, current_div_loss: 3.44, 
batch: 89, bad_loss: 2.79, current_div_loss: 3.38, 
batch: 90, bad_loss: 3.16, current_div_loss: 3.48, 
batch: 91, bad_loss: 2.56, current_div_loss: 3.38, 
batch: 92, bad_loss: 2.80, current_div_loss: 3.37, 
batch: 93, bad_loss: 2.94, current_div_loss: 3.36, 
batch: 94, bad_loss: 2.71, current_div_loss: 3.44, 
batch: 95, bad_loss: 2.86, current_div_loss: 3.37, 
batch: 96, bad_loss: 2.54, current_div_loss: 3.28, 
batch: 97, bad_loss: 2.79, current_div_loss: 3.33, 
batch: 98, bad_loss: 2.58, current_div_loss: 3.50, 
batch: 99, bad_loss: 2.87, current_div_loss: 3.31, 
batch: 100, bad_loss: 3.04, current_div_loss: 3.35, 
batch: 101, bad_loss: 2.51, current_div_loss: 3.59, 
batch: 102, bad_loss: 2.85, current_div_loss: 3.04, 
batch: 103, bad_loss: 2.89, current_div_loss: 3.37, 
batch: 104, bad_loss: 3.23, current_div_loss: 3.35, 
batch: 105, bad_loss: 2.29, current_div_loss: 3.21, 
batch: 106, bad_loss: 2.89, current_div_loss: 3.27, 
batch: 107, bad_loss: 2.75, current_div_loss: 3.14, 
batch: 108, bad_loss: 2.60, current_div_loss: 3.36, 
batch: 109, bad_loss: 2.99, current_div_loss: 3.62, 
batch: 110, bad_loss: 2.89, current_div_loss: 3.49, 
batch: 111, bad_loss: 1.35, current_div_loss: 3.39, 
batch: 112, bad_loss: 2.91, current_div_loss: 3.35, 
batch: 113, bad_loss: 2.85, current_div_loss: 3.45, 
batch: 114, bad_loss: 2.58, current_div_loss: 3.26, 
batch: 115, bad_loss: 2.91, current_div_loss: 3.61, 
batch: 116, bad_loss: 2.90, current_div_loss: 3.16, 
batch: 117, bad_loss: 2.98, current_div_loss: 3.29, 
batch: 118, bad_loss: 2.54, current_div_loss: 3.27, 
batch: 119, bad_loss: 2.52, current_div_loss: 3.44, 
batch: 120, bad_loss: 2.59, current_div_loss: 3.30, 
batch: 121, bad_loss: 2.98, current_div_loss: 3.35, 
batch: 122, bad_loss: 2.46, current_div_loss: 3.44, 
batch: 123, bad_loss: 3.00, current_div_loss: 3.36, 
batch: 124, bad_loss: 2.80, current_div_loss: 3.35, 
batch: 125, bad_loss: 2.71, current_div_loss: 3.43, 
batch: 126, bad_loss: 1.52, current_div_loss: 3.14, 
batch: 127, bad_loss: 2.48, current_div_loss: 3.44, 
batch: 128, bad_loss: 2.93, current_div_loss: 3.41, 
batch: 129, bad_loss: 2.62, current_div_loss: 3.46, 
batch: 130, bad_loss: 2.59, current_div_loss: 3.50, 
batch: 131, bad_loss: 2.43, current_div_loss: 3.45, 
batch: 132, bad_loss: 2.92, current_div_loss: 3.55, 
batch: 133, bad_loss: 1.20, current_div_loss: 3.52, 
batch: 134, bad_loss: 2.96, current_div_loss: 3.42, 
batch: 135, bad_loss: 2.75, current_div_loss: 3.59, 
batch: 136, bad_loss: 2.59, current_div_loss: 3.23, 
batch: 137, bad_loss: 2.57, current_div_loss: 3.51, 
batch: 138, bad_loss: 2.82, current_div_loss: 3.55, 
batch: 139, bad_loss: 2.51, current_div_loss: 3.42, 
batch: 140, bad_loss: 2.79, current_div_loss: 3.39, 
batch: 141, bad_loss: 2.98, current_div_loss: 3.27, 
batch: 142, bad_loss: 2.48, current_div_loss: 3.46, 
batch: 143, bad_loss: 2.79, current_div_loss: 3.25, 
batch: 144, bad_loss: 2.43, current_div_loss: 3.37, 
batch: 145, bad_loss: 2.82, current_div_loss: 3.44, 
batch: 146, bad_loss: 2.89, current_div_loss: 3.50, 
batch: 147, bad_loss: 2.72, current_div_loss: 3.39, 
batch: 148, bad_loss: 2.79, current_div_loss: 3.45, 
batch: 149, bad_loss: 2.76, current_div_loss: 3.47, 
batch: 150, bad_loss: 2.80, current_div_loss: 3.23,
batch: 151, bad_loss: 2.57, current_div_loss: 3.44, 
batch: 152, bad_loss: 2.55, current_div_loss: 3.45, 
batch: 153, bad_loss: 3.03, current_div_loss: 3.51, 
batch: 154, bad_loss: 2.66, current_div_loss: 3.25, 
batch: 155, bad_loss: 2.56, current_div_loss: 3.33, 
batch: 156, bad_loss: 2.65, current_div_loss: 3.62, 
batch: 157, bad_loss: 2.65, current_div_loss: 3.30, 
batch: 158, bad_loss: 2.68, current_div_loss: 3.59, 
batch: 159, bad_loss: 2.80, current_div_loss: 3.29, 
batch: 160, bad_loss: 3.18, current_div_loss: 3.40, 
batch: 161, bad_loss: 3.57, current_div_loss: 3.37, 
batch: 162, bad_loss: 2.88, current_div_loss: 3.84, 
batch: 163, bad_loss: 3.07, current_div_loss: 3.42, 
batch: 164, bad_loss: 2.55, current_div_loss: 3.48, 
batch: 165, bad_loss: 2.78, current_div_loss: 3.20, 
batch: 166, bad_loss: 2.74, current_div_loss: 3.63, 
batch: 167, bad_loss: 1.71, current_div_loss: 3.15, 
batch: 168, bad_loss: 2.79, current_div_loss: 3.64, 
batch: 169, bad_loss: 2.70, current_div_loss: 3.42, 
batch: 170, bad_loss: 2.72, current_div_loss: 3.41, 
batch: 171, bad_loss: 2.93, current_div_loss: 3.20, 
batch: 172, bad_loss: 2.65, current_div_loss: 3.25, 
batch: 173, bad_loss: 2.94, current_div_loss: 3.38, 
batch: 174, bad_loss: 2.98, current_div_loss: 3.26, 
batch: 175, bad_loss: 2.61, current_div_loss: 3.59, 
batch: 176, bad_loss: 2.75, current_div_loss: 3.33, 
batch: 177, bad_loss: 2.76, current_div_loss: 3.49, 
batch: 178, bad_loss: 3.03, current_div_loss: 3.35, 
batch: 179, bad_loss: 2.55, current_div_loss: 3.57, 
batch: 180, bad_loss: 2.68, current_div_loss: 3.43,
